KldB_Code,KldB_Label,ESCO_Code,ESCO_Label
B 29202-103,Fachkraft für Lebensmitteltechnik,0090dd54-057a-4f65-bbe8-f74c4999e8e8,Nudelmaschinenbediener/Nudelmaschinenbedienerin
B 25122-114,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin (ohne Angabe des Schwerpunkts),0090dd54-057a-4f65-bbe8-f74c4999e8e8,Nudelmaschinenbediener/Nudelmaschinenbedienerin
B 29202-106,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Lebensmitteltechnik,0090dd54-057a-4f65-bbe8-f74c4999e8e8,Nudelmaschinenbediener/Nudelmaschinenbedienerin
B 62194-101,"Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin",00913533-5237-4870-9003-d1cb806603c9,Leiter eines Tabakgeschäftes/Leiterin eines Tabakgeschäftes
B 31214-110,Ingenieur/Ingenieurin für Markscheidewesen,00ab29a3-6d4a-4df9-b46d-de31069e36e8,Markscheider/Markscheiderin
B 53333-100,Lebensmittelkontrolleur/Lebensmittelkontrolleurin,00ab5610-e715-428f-99f6-b1e5e469dbcd,Fachkraft Lebensmittelsicherheit
B 29204-103,Ingenieur/Ingenieurin für Lebensmitteltechnologie,00ab5610-e715-428f-99f6-b1e5e469dbcd,Fachkraft Lebensmittelsicherheit
B 25222-103,Landmaschinenmechaniker/Landmaschinenmechanikerin,00c8d1cf-24f2-47d1-9f10-765e1c102811,Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen
B 25222-105,Metallbauer/Metallbauerin Fachrichtung Landtechnik,00c8d1cf-24f2-47d1-9f10-765e1c102811,Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen
B 25222-106,Mechaniker/Mechanikerin für Land- und Baumaschinentechnik,00c8d1cf-24f2-47d1-9f10-765e1c102811,Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen
B 25222-136,Land- und Baumaschinenmechatroniker/Land- und Baumaschinenmechatronikerin,00c8d1cf-24f2-47d1-9f10-765e1c102811,Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen
B 52132-105,Busfahrer/Busfahrerin,00cee175-1376-43fb-9f02-ba3d7a910a58,Omnibusfahrer/Omnibusfahrerin
B 52122-108,Berufskraftfahrer/Berufskraftfahrerin,00cee175-1376-43fb-9f02-ba3d7a910a58,Omnibusfahrer/Omnibusfahrerin
B 52132-106,Fachkraft im Fahrbetrieb,00cee175-1376-43fb-9f02-ba3d7a910a58,Omnibusfahrer/Omnibusfahrerin
B 71383-100,Betriebswirt/Betriebswirtin (Fachschule) für Vieh und Fleisch,00fdad73-4551-4e43-b256-1d4a3759db1e,Import-/Exportmanager für Fleisch- und Fleischerzeugnisse/Import-/Exportmanagerin für Fleisch- und Fleischerzeugnisse
B 61213-102,Betriebswirt/Betriebswirtin (Fachschule/Ausbildung) für Außenwirtschaft,00fdad73-4551-4e43-b256-1d4a3759db1e,Import-/Exportmanager für Fleisch- und Fleischerzeugnisse/Import-/Exportmanagerin für Fleisch- und Fleischerzeugnisse
B 61194-104,Leiter/Leiterin des Exports,00fdad73-4551-4e43-b256-1d4a3759db1e,Import-/Exportmanager für Fleisch- und Fleischerzeugnisse/Import-/Exportmanagerin für Fleisch- und Fleischerzeugnisse
B 92203-105,Politischer Berater/Politische Beraterin,01205776-db8d-4588-a6a6-56d0b9c660a9,Referent für Wohnungsbaupolitik/Referentin für Wohnungsbaupolitik
B 29393-118,Küchenchef/Küchenchefin,01484951-15e6-4b88-a20f-1201868d36a0,Küchenleiter/ Küchenleiterin
B 29393-101,Küchenmeister/Küchenmeisterin,01484951-15e6-4b88-a20f-1201868d36a0,Küchenleiter/ Küchenleiterin
B 29393-102,Sous-Chef/Sous-Chefin,01484951-15e6-4b88-a20f-1201868d36a0,Küchenleiter/ Küchenleiterin
B 41312-101,Chemiebetriebsjungwerker/Chemiebetriebsjungwerkerin,0152b59d-5005-470c-9273-ef321477d8dc,Kunstfaserhersteller/Kunstfaserherstellerin
B 41312-102,Chemikant/Chemikantin,0152b59d-5005-470c-9273-ef321477d8dc,Kunstfaserhersteller/Kunstfaserherstellerin
B 41312-108,Produktionsfachkraft Chemie,0152b59d-5005-470c-9273-ef321477d8dc,Kunstfaserhersteller/Kunstfaserherstellerin
B 84294-101,Leiter/Leiterin einer Altenpflegeschule,01649ae9-22ee-4dba-83a8-3a2c51fbbe95,Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt
B 84394-100,Prorektor/Vizepräsident / Prorektorin/Vizepräsidentin,01649ae9-22ee-4dba-83a8-3a2c51fbbe95,Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt
B 84394-101,Rektor/Präsident / Rektorin/Präsidentin,01649ae9-22ee-4dba-83a8-3a2c51fbbe95,Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt
B 84294-102,Schulleiter/Schulleiterin an beruflichen Schulen,01649ae9-22ee-4dba-83a8-3a2c51fbbe95,Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt
B 32193-100,Geprüfter Polier/Geprüfte Polierin - Hochbau,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33393-102,Geprüfter Polier/Geprüfte Polierin - Ausbau,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33393-104,"Wärme-, Kälte- und Schallschutzisolierermeister/Wärme-, Kälte- und Schallschutzisolierermeisterin",0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33393-115,Industriemeister/Industriemeisterin Fachrichtung Isolierung,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33393-116,Industriemeister/Industriemeisterin Fachrichtung Akustik- und Trockenbau,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33393-127,"Fachleiter/Fachleiterin für Dach-, Wand- und Abdichtungstechnik",0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33393-128,Werkpolier/Werkpolierin - Ausbau,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33233-100,Bauabdichtungstechniker/Bauabdichtungstechnikerin,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 33293-120,Meister im Holz- und Bautenschutzgewerbe/Meisterin im Holz- und Bautenschutzgewerbe,0181835d-dd00-49e2-9fc4-e1382a65957f,Polier Dämmarbeiten/Polierin Dämmarbeiten
B 27303-209,Stillstandsplaner/Stillstandsplanerin,01989dd8-36c0-43cc-a82d-2bfc409de9c4,Ingenieur Abbruch und Demontage/Ingenieurin Abbruch und Demontage
B 72133-108,Geprüfter Versicherungsfachwirt/Geprüfte Versicherungsfachwirtin,01a83071-6533-4675-b2da-f0c6d02669f5,Versicherungsgutachter/Versicherungsgutachterin
B 72133-112,Versicherungsprüfer/Versicherungsprüferin,01a83071-6533-4675-b2da-f0c6d02669f5,Versicherungsgutachter/Versicherungsgutachterin
B 72133-119,Betriebswirt/Betriebswirtin (Fachschule) für Versicherung,01a83071-6533-4675-b2da-f0c6d02669f5,Versicherungsgutachter/Versicherungsgutachterin
B 72133-120,Geprüfter Fachwirt/Geprüfte Fachwirtin für Versicherungen und Finanzen,01a83071-6533-4675-b2da-f0c6d02669f5,Versicherungsgutachter/Versicherungsgutachterin
B 28213-102,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Bekleidungstechnik Schwerpunkt Bekleidungsgestaltung,01bcac9f-7881-4664-bd63-dea700e3b117,Bekleidungsentwickler/Bekleidungsentwicklerin
B 28213-107,Staatlich geprüfter Produktentwickler/Staatlich geprüfte Produktentwicklerin (Mode),01bcac9f-7881-4664-bd63-dea700e3b117,Bekleidungsentwickler/Bekleidungsentwicklerin
B 41312-101,Chemiebetriebsjungwerker/Chemiebetriebsjungwerkerin,01da600c-ddb3-4a37-95e9-5301b459ae90,Fachkraft in der Nitroglycerinherstellung (Schwerkraftabscheidung)
B 41312-102,Chemikant/Chemikantin,01da600c-ddb3-4a37-95e9-5301b459ae90,Fachkraft in der Nitroglycerinherstellung (Schwerkraftabscheidung)
B 41312-108,Produktionsfachkraft Chemie,01da600c-ddb3-4a37-95e9-5301b459ae90,Fachkraft in der Nitroglycerinherstellung (Schwerkraftabscheidung)
B 82504-107,Ingenieur/Ingenieurin für Medizintechnik,01ffb917-98dc-48c1-91ad-93c4104e791d,Biomedizinischer Ingenieur/Biomedizinische Ingenieurin
B 41284-120,Bioniker/in,01ffb917-98dc-48c1-91ad-93c4104e791d,Biomedizinischer Ingenieur/Biomedizinische Ingenieurin
B 41284-146,Ingenieur/Ingenieurin für Biomechanik,01ffb917-98dc-48c1-91ad-93c4104e791d,Biomedizinischer Ingenieur/Biomedizinische Ingenieurin
B 83124-124,Rechtlicher Betreuer/Rechtliche Betreuerin,021663ca-a367-472e-a1f0-6d8ab5b2d860,Gesetzlicher Vormund/Gesetzliche Vormundin
B 93302-100,Kunsthandwerker/Kunsthandwerkerin,02375132-3290-4221-bf55-d93ec61a3bf3,Textilgestalter im Handwerk - Weben/Textilgestalterin im Handwerk - Weben
B 28193-102,Webermeister/Webermeisterin,02375132-3290-4221-bf55-d93ec61a3bf3,Textilgestalter im Handwerk - Weben/Textilgestalterin im Handwerk - Weben
B 28122-106,Weber/Weberin,02375132-3290-4221-bf55-d93ec61a3bf3,Textilgestalter im Handwerk - Weben/Textilgestalterin im Handwerk - Weben
B 93103-101,Staatlich geprüfter Gestalter/Staatlich geprüfte Gestalterin im Handwerk,02375132-3290-4221-bf55-d93ec61a3bf3,Textilgestalter im Handwerk - Weben/Textilgestalterin im Handwerk - Weben
B 28122-238,Textilgestalter/Textilgestalterin im Handwerk Fachrichtung Weben,02375132-3290-4221-bf55-d93ec61a3bf3,Textilgestalter im Handwerk - Weben/Textilgestalterin im Handwerk - Weben
B 28193-141,Textilgestaltermeister/Textilgestaltermeisterin,02375132-3290-4221-bf55-d93ec61a3bf3,Textilgestalter im Handwerk - Weben/Textilgestalterin im Handwerk - Weben
B 33302-100,Ausbaufacharbeiter/Ausbaufacharbeiterin (ohne Angabe des Schwerpunkts),02447817-ea01-4d8b-b09c-8bc128e447e6,Platten- und Fliesenleger/Platten- und Fliesenlegerin
B 33112-100,"Fliesen-, Platten- und Mosaikleger/Fliesen-, Platten- und Mosaiklegerin",02447817-ea01-4d8b-b09c-8bc128e447e6,Platten- und Fliesenleger/Platten- und Fliesenlegerin
B 33112-101,"Ausbaufacharbeiter/Ausbaufacharbeiterin Schwerpunkt Fliesen-, Platten- und Mosaikarbeiten",02447817-ea01-4d8b-b09c-8bc128e447e6,Platten- und Fliesenleger/Platten- und Fliesenlegerin
B 33112-105,Mosaikleger/Mosaiklegerin,02447817-ea01-4d8b-b09c-8bc128e447e6,Platten- und Fliesenleger/Platten- und Fliesenlegerin
B 33102-114,Vorarbeiter/Vorarbeiterin in der Bodenverlegung,02447817-ea01-4d8b-b09c-8bc128e447e6,Platten- und Fliesenleger/Platten- und Fliesenlegerin
B 62194-101,"Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin",0249b723-1d20-4ff9-8623-d20b98d0b4a4,Leiter eines Geschäftes für Schuhe und Leder-Accessoires/Leiterin eines Geschäftes für Schuhe und Leder-Accessoires
B 63113-102,Geprüfter Tourismusfachwirt/Geprüfte Tourismusfachwirtin,02609ece-cea3-43fa-bf38-b6fb821f28b2,Reisevermittlungsleiter/Reisevermittlungsleiterin
B 63113-105,Betriebswirt/Betriebswirtin (Fachschule) für Touristik/Reiseverkehr,02609ece-cea3-43fa-bf38-b6fb821f28b2,Reisevermittlungsleiter/Reisevermittlungsleiterin
B 63114-100,Touristikmanager/Touristikmanagerin,02609ece-cea3-43fa-bf38-b6fb821f28b2,Reisevermittlungsleiter/Reisevermittlungsleiterin
B 63114-105,Betriebswirt/Betriebswirtin (Hochschule) für Touristik,02609ece-cea3-43fa-bf38-b6fb821f28b2,Reisevermittlungsleiter/Reisevermittlungsleiterin
B 11232-100,Tierwirt/Tierwirtin Fachrichtung Imkerei,026401a9-7d56-4d7b-8052-38985ddbeafa,Imker/Imkerin
B 11293-105,Tierwirtschaftsmeister/Tierwirtschaftsmeisterin Fachrichtung Imkerei,026401a9-7d56-4d7b-8052-38985ddbeafa,Imker/Imkerin
B 11232-101,Imker/Imkerin,026401a9-7d56-4d7b-8052-38985ddbeafa,Imker/Imkerin
B 11233-100,Bienenzuchtberater/Bienenzuchtberaterin,026401a9-7d56-4d7b-8052-38985ddbeafa,Imker/Imkerin
B 73112-100,Rechtsanwaltsfachangestellter/Rechtsanwaltsfachangestellte,0264b794-3771-47aa-a675-78bf13b62ee7,Anwaltssekretär/Anwaltssekretärin
B 73112-101,Notarfachangestellter/Notarfachangestellte,0264b794-3771-47aa-a675-78bf13b62ee7,Anwaltssekretär/Anwaltssekretärin
B 73112-102,Patentanwaltsfachangestellter/Patentanwaltsfachangestellte,0264b794-3771-47aa-a675-78bf13b62ee7,Anwaltssekretär/Anwaltssekretärin
B 73112-103,Rechtsanwalts- und Notarfachangestellter/Rechtsanwalts- und Notarfachangestellte,0264b794-3771-47aa-a675-78bf13b62ee7,Anwaltssekretär/Anwaltssekretärin
B 73112-106,Patentanwaltsgehilfe/Patentanwaltsgehilfin,0264b794-3771-47aa-a675-78bf13b62ee7,Anwaltssekretär/Anwaltssekretärin
B 41343-103,Steuerer/Steuerin von Erdöl- und Erdgasraffinationsanlagen,026a5233-cad9-4b1d-8852-22c2685ab34e,Steuerer Ölpumpsysteme/Steuerin Ölpumpsysteme
B 28222-293,Textil- und Modenäher/Textil- und Modenäherin,029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,Schutzbekleidungshersteller/Schutzbekleidungsherstellerin
B 28222-294,Textil- und Modeschneider/Textil- und Modeschneiderin,029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,Schutzbekleidungshersteller/Schutzbekleidungsherstellerin
B 24302-120,Verzinker/Verzinkerin,02b5b7b0-b856-4ac7-924c-8c35c7880b2a,Beschichtungsmaschinenführer/Beschichtungsmaschinenführerin
B 25122-114,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin (ohne Angabe des Schwerpunkts),02b5b7b0-b856-4ac7-924c-8c35c7880b2a,Beschichtungsmaschinenführer/Beschichtungsmaschinenführerin
B 24302-126,Oberflächenbeschichter/Oberflächenbeschichterin,02b5b7b0-b856-4ac7-924c-8c35c7880b2a,Beschichtungsmaschinenführer/Beschichtungsmaschinenführerin
B 24202-110,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Metall- und Kunststofftechnik,02b5b7b0-b856-4ac7-924c-8c35c7880b2a,Beschichtungsmaschinenführer/Beschichtungsmaschinenführerin
B 11493-100,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin Schwerpunkt Fischhaltung und Fischzucht,02bd7cac-8263-4425-b03d-19001ffe8787,Zuchtmanager Aquakultur/Zuchtmanagerin Aquakultur
B 11423-100,Fischereitechniker/Fischereitechnikerin,02bd7cac-8263-4425-b03d-19001ffe8787,Zuchtmanager Aquakultur/Zuchtmanagerin Aquakultur
B 11424-100,Ingenieur/Ingenieurin für Fischereitechnik,02bd7cac-8263-4425-b03d-19001ffe8787,Zuchtmanager Aquakultur/Zuchtmanagerin Aquakultur
B 24232-161,Zerspanungsmechaniker/Zerspanungsmechanikerin,02d4f153-8e43-444d-8bd4-8171d49eab12,Zerspanungsmechaniker im Getriebebau/Zerspanungsmechanikerin im Getriebebau
B 24232-333,Fachkraft für Metalltechnik Fachrichtung Zerspanungstechnik,02d4f153-8e43-444d-8bd4-8171d49eab12,Zerspanungsmechaniker im Getriebebau/Zerspanungsmechanikerin im Getriebebau
B 63293-105,Hotelmeister/Hotelmeisterin,02e19186-458f-40eb-9e78-31c656d12ac7,Rooms Division Manager/Rooms Division Managerin
B 63294-108,Rooms-Division-Manager/Rooms-Division-Managerin,02e19186-458f-40eb-9e78-31c656d12ac7,Rooms Division Manager/Rooms Division Managerin
B 63213-109,"Betriebswirt/Betriebswirtin (Fachschule) für Hotel-, Gaststättengewerbe",02e19186-458f-40eb-9e78-31c656d12ac7,Rooms Division Manager/Rooms Division Managerin
B 63294-109,Betriebswirt/Betriebswirtin (Hochschule) für Hotelmanagement,02e19186-458f-40eb-9e78-31c656d12ac7,Rooms Division Manager/Rooms Division Managerin
B 93422-101,Keramiker/Keramikerin Fachrichtung Dekoration,02e94cd6-8e6d-4e9b-b695-edb460c70528,Industriekeramiker Dekorationstechnik/Industriekeramikerin Dekorationstechnik
B 93422-102,Glas- und Kerammaler/Glas- und Kerammalerin Fachrichtung Kerammalerei,02e94cd6-8e6d-4e9b-b695-edb460c70528,Industriekeramiker Dekorationstechnik/Industriekeramikerin Dekorationstechnik
B 93422-107,Kerammaler/Kerammalerin,02e94cd6-8e6d-4e9b-b695-edb460c70528,Industriekeramiker Dekorationstechnik/Industriekeramikerin Dekorationstechnik
B 93422-125,Industriekeramiker/Industriekeramikerin Dekorationstechnik,02e94cd6-8e6d-4e9b-b695-edb460c70528,Industriekeramiker Dekorationstechnik/Industriekeramikerin Dekorationstechnik
B 21412-170,Vorarbeiter/Vorarbeiterin für Industriekeramik,02e94cd6-8e6d-4e9b-b695-edb460c70528,Industriekeramiker Dekorationstechnik/Industriekeramikerin Dekorationstechnik
B 26314-140,"Ingenieur/Ingenieurin für Informations-, Kommunikationstechnik",02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,Telekommunikationsingenieurin/Telekommunikationsingenieur
B 26313-203,Beamter/Beamtin für den gehobenen technischen Dienst der Fernmelde- und Elektronischen Aufklärung des Bundes,02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,Telekommunikationsingenieurin/Telekommunikationsingenieur
B 84454-106,Lehrer/Lehrerin - Deutsch als Fremdsprache,02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,Lehrkraft für Erwachsenenalphabetisierung
B 28333-101,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Schuhtechnik Schwerpunkt Betriebstechnik,02f26b2f-879c-4811-8381-65e8dd3f4a16,Qualitätsbeauftragter in der Schuhindustrie/Qualitätsbeauftragte in der Schuhindustrie
B 28393-114,Industriemeister/Industriemeisterin Fachrichtung Schuhfertigung,02f26b2f-879c-4811-8381-65e8dd3f4a16,Qualitätsbeauftragter in der Schuhindustrie/Qualitätsbeauftragte in der Schuhindustrie
B 33302-122,Brandschutzfachkraft (Brandschutzmonteur/Brandschutzmonteurin),02ff199e-38b3-45fd-b659-68846cfeeb92,Sprinklermonteur/Sprinklermonteurin
B 34212-112,"Anlagenmechaniker/Anlagenmechanikerin für Sanitär-, Heizungs- und Klimatechnik",02ff199e-38b3-45fd-b659-68846cfeeb92,Sprinklermonteur/Sprinklermonteurin
B 51694-103,Leiter/Leiterin für Logistik,032d4115-03ec-49c9-853d-678f8a41969b,Vertriebsleiter für Elektronik- und Telekommunikationsgeräte und -bauteile/Vertriebsleiterin für Elektronik- und Telekommunikationsgeräte und -bauteile
B 84134-101,Fachlehrer/Fachlehrerin (staatlich geprüft) an Förderschulen,034cad59-e666-4770-a7ef-a337257f8072,Sonderpädagoge Sekundarstufe/Sonderpädagogin Sekundarstufe
B 84134-109,Lehrer/Lehrerin - Förderschulen,034cad59-e666-4770-a7ef-a337257f8072,Sonderpädagoge Sekundarstufe/Sonderpädagogin Sekundarstufe
B 94404-104,Producer/Producerin,03632d98-0ae3-4dd2-941c-3b48de9a0219,Veranstaltungsproduktionsleiter/Veranstaltungsproduktionsleiterin
B 94493-105,Produktionsleiter/Produktionsleiterin - Film und Fernsehen,03632d98-0ae3-4dd2-941c-3b48de9a0219,Veranstaltungsproduktionsleiter/Veranstaltungsproduktionsleiterin
B 24114-100,Ingenieur/Ingenieurin für Hüttentechnik,0368c4d4-94cf-4168-a84d-283a25880e0d,Leiter in der Metallproduktion/Leiterin in der Metallproduktion
B 25232-101,Fluggerätmechaniker/Fluggerätmechanikerin Fachrichtung Fertigungstechnik,036dc42f-bd4d-4533-a3cc-fcd313227ce3,Flugtriebwerkmechaniker/Flugtriebwerkmechanikerin
B 21114-114,Ingenieur/Ingenieurin für Rohstoffgewinnung und -aufbereitung,03b2f112-a891-461d-a8d4-effb9dcf2df6,Steinbruchingenieur/Steinbruchingenieurin
B 82593-103,Hörgeräteakustikermeister/Hörgeräteakustikermeisterin,03b55cb5-9735-4582-8e20-2b1cb76635cb,Leiter eines Hörakustikgeschäftes/Leiterin eines Hörakustikgeschäftes
B 82534-101,Ingenieur/Ingenieurin für Hörtechnik und Audiologie,03b55cb5-9735-4582-8e20-2b1cb76635cb,Leiter eines Hörakustikgeschäftes/Leiterin eines Hörakustikgeschäftes
B 62262-102,"Fachberater/Fachberaterin für Farben, Lacke und Kunststoffe",03b9d7c4-9590-4e0d-97a7-470254e165d4,Fachverkäufer für Eisenwaren und Farben/Fachverkäuferin für Eisenwaren und Farben
B 62262-108,Fachverkäufer/Fachberater / Fachverkäuferin/Fachberaterin - Bau-/Heimwerkerbedarf,03b9d7c4-9590-4e0d-97a7-470254e165d4,Fachverkäufer für Eisenwaren und Farben/Fachverkäuferin für Eisenwaren und Farben
B 84144-119,Betreuungslehrer/Betreuungslehrerin an allgemeinbildenden Schulen,03d79393-7b30-4159-945b-01963eddd302,Lehrkraft im Primarbereich
B 84144-120,Seminarleiter/Seminarleiterin - Lehrer(innen)ausbildung,03d79393-7b30-4159-945b-01963eddd302,Lehrkraft im Primarbereich
B 84114-104,Lehrer/Lehrerin an Grundschulen,03d79393-7b30-4159-945b-01963eddd302,Lehrkraft im Primarbereich
B 52132-106,Fachkraft im Fahrbetrieb,03e02554-15d1-4697-960c-8909e7d36f7e,Straßenbahnfahrer/Straßenbahnfahrerin
B 34393-100,Behälter- und Apparatebauermeister/Behälter- und Apparatebauermeisterin,040f62f5-d570-4d3f-b732-c8ea4afc2738,Montageleiter Behälterbau/Montageleiterin Behälterbau
B 51312-104,Fachkraft für Lagerwirtschaft,040fcfa5-24be-43eb-afd5-828297175b16,Materialverwalter in der Bekleidungsherstellung/Materialverwalterin in der Bekleidungsherstellung
B 51312-110,Disponent/Disponentin - Lager,040fcfa5-24be-43eb-afd5-828297175b16,Materialverwalter in der Bekleidungsherstellung/Materialverwalterin in der Bekleidungsherstellung
B 51312-111,Fachkraft für Lagerlogistik,040fcfa5-24be-43eb-afd5-828297175b16,Materialverwalter in der Bekleidungsherstellung/Materialverwalterin in der Bekleidungsherstellung
B 51312-112,Fachlagerist/Fachlageristin,040fcfa5-24be-43eb-afd5-828297175b16,Materialverwalter in der Bekleidungsherstellung/Materialverwalterin in der Bekleidungsherstellung
B 71302-100,Betriebsassistent/Betriebsassistentin im Handwerk,044d78cc-f62f-4532-83a5-8e04f2889652,Verwaltungsassistent/Verwaltungsassistentin
B 71402-100,Kommunikationsassistent/Kommunikationsassistentin,044d78cc-f62f-4532-83a5-8e04f2889652,Verwaltungsassistent/Verwaltungsassistentin
B 71402-101,Bürokaufmann/Bürokauffrau,044d78cc-f62f-4532-83a5-8e04f2889652,Verwaltungsassistent/Verwaltungsassistentin
